Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Estimated_Recreational_hr,Estimated_Educational_hr,Threshold_Limit_hr
13,Female,6.33,Smartphone,True,0.47,Eye Strain,Urban,4.306122448979592,2.0238775510204077,4.0
8,Male,3.24,Smartphone,True,0.43,,Rural,2.265734265734266,0.9742657342657344,2.0
16,Female,4.68,TV,True,0.4,,Urban,3.342857142857143,1.3371428571428567,6.0
8,Male,2.96,TV,True,0.56,,Rural,1.8974358974358974,1.0625641025641026,2.0
12,Female,5.54,Tablet,True,0.42,,Urban,3.9014084507042255,1.6385915492957746,4.0
11,Male,3.14,Smartphone,True,0.41,Poor Sleep,Urban,2.2269503546099294,0.9130496453900707,4.0
10,Male,6.1,TV,True,0.51,"Eye Strain, Anxiety, Obesity Risk",Rural,4.039735099337748,2.0602649006622515,2.0
13,Male,4.9,TV,True,0.41,,Urban,3.4751773049645394,1.424822695035461,4.0
9,Female,0.0,Smartphone,False,0.6,,Urban,0.0,0.0,2.0
10,Female,5.54,Smartphone,True,0.6,Poor Sleep,Urban,3.4625,2.0775,2.0
12,Male,4.96,Tablet,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,3.3066666666666666,1.6533333333333333,4.0
16,Female,5.84,Smartphone,True,0.41,,Urban,4.141843971631205,1.6981560283687944,6.0
9,Male,0.0,TV,False,0.43,,Rural,0.0,0.0,2.0
17,Female,3.25,TV,True,0.37,,Rural,2.3722627737226274,0.8777372262773726,6.0
15,Male,5.73,Smartphone,True,0.37,Poor Sleep,Urban,4.182481751824818,1.5475182481751828,6.0
9,Male,7.07,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban,5.014184397163121,2.055815602836879,2.0
18,Female,5.21,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,3.6433566433566433,1.5666433566433566,6.0
12,Female,5.18,TV,True,0.44,,Rural,3.5972222222222223,1.5827777777777774,4.0
14,Female,4.89,Smartphone,True,0.4,,Rural,3.492857142857143,1.3971428571428568,4.0
15,Female,4.64,Laptop,True,0.37,Poor Sleep,Urban,3.3868613138686126,1.2531386861313871,6.0
8,Male,3.16,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,2.1944444444444446,0.9655555555555555,2.0
13,Female,4.45,TV,True,0.47,"Poor Sleep, Anxiety",Urban,3.0272108843537415,1.4227891156462587,4.0
8,Male,3.42,Tablet,True,0.54,"Poor Sleep, Eye Strain, Anxiety",Urban,2.2207792207792205,1.1992207792207794,2.0
9,Female,1.62,Smartphone,False,0.48,,Urban,1.0945945945945947,0.5254054054054054,2.0
8,Male,6.88,Smartphone,True,0.56,,Urban,4.41025641025641,2.46974358974359,2.0
18,Male,6.4,TV,True,0.48,,Urban,4.324324324324325,2.075675675675676,6.0
12,Female,2.44,Smartphone,False,0.41,,Urban,1.7304964539007093,0.7095035460992907,4.0
17,Male,5.76,Smartphone,True,0.31,Poor Sleep,Urban,4.3969465648854955,1.3630534351145043,6.0
16,Female,5.25,TV,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,3.6458333333333335,1.6041666666666665,6.0
13,Male,4.93,Laptop,True,0.33,,Urban,3.7067669172932325,1.2232330827067672,4.0
18,Male,5.54,Laptop,True,0.36,"Eye Strain, Anxiety",Rural,4.0735294117647065,1.4664705882352935,6.0
18,Male,4.77,TV,True,0.43,,Urban,3.3356643356643354,1.4343356643356642,6.0
8,Female,2.03,TV,True,0.47,,Rural,1.380952380952381,0.6490476190476189,2.0
8,Male,1.02,TV,False,0.46,,Urban,0.6986301369863014,0.32136986301369863,2.0
9,Female,3.98,Smartphone,True,0.55,Poor Sleep,Urban,2.567741935483871,1.412258064516129,2.0
16,Female,3.63,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban,2.75,0.8799999999999999,6.0
10,Female,3.27,TV,True,0.55,Poor Sleep,Urban,2.109677419354839,1.1603225806451611,2.0
8,Female,5.91,TV,True,0.51,Poor Sleep,Rural,3.913907284768212,1.996092715231788,2.0
12,Female,5.09,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,3.8854961832061066,1.2045038167938933,4.0
14,Female,5.27,Laptop,True,0.33,"Poor Sleep, Anxiety",Urban,3.9624060150375935,1.307593984962406,4.0
13,Male,4.63,Tablet,True,0.42,Eye Strain,Rural,3.26056338028169,1.3694366197183099,4.0
8,Female,0.0,Smartphone,False,0.54,,Urban,0.0,0.0,2.0
12,Male,4.79,Tablet,True,0.44,Poor Sleep,Urban,3.326388888888889,1.4636111111111112,4.0
12,Female,4.19,Laptop,True,0.36,"Poor Sleep, Eye Strain",Urban,3.080882352941177,1.1091176470588233,4.0
13,Male,3.26,Smartphone,True,0.41,"Poor Sleep, Obesity Risk",Urban,2.3120567375886525,0.9479432624113473,4.0
10,Female,4.19,TV,True,0.44,"Poor Sleep, Obesity Risk",Urban,2.9097222222222228,1.2802777777777776,2.0
12,Female,3.69,TV,True,0.42,"Poor Sleep, Eye Strain",Rural,2.598591549295775,1.091408450704225,4.0
14,Male,3.18,Smartphone,True,0.41,Poor Sleep,Urban,2.2553191489361706,0.9246808510638296,4.0
12,Female,3.65,Smartphone,True,0.43,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,2.5524475524475525,1.0975524475524474,4.0
12,Female,5.15,TV,True,0.36,,Urban,3.7867647058823537,1.3632352941176467,4.0
12,Female,4.83,TV,True,0.42,Eye Strain,Urban,3.4014084507042255,1.4285915492957746,4.0
17,Female,6.38,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,4.761194029850746,1.6188059701492543,6.0
17,Female,4.83,Laptop,True,0.36,Poor Sleep,Urban,3.5514705882352944,1.2785294117647057,6.0
10,Male,0.0,Smartphone,False,0.5,,Urban,0.0,0.0,2.0
8,Female,3.58,Smartphone,True,0.41,"Poor Sleep, Anxiety",Rural,2.539007092198582,1.0409929078014182,2.0
12,Male,6.08,TV,True,0.42,Eye Strain,Urban,4.281690140845071,1.7983098591549291,4.0
16,Female,4.65,Tablet,True,0.33,"Poor Sleep, Anxiety",Urban,3.4962406015037595,1.1537593984962409,6.0
8,Male,3.32,Tablet,True,0.42,"Poor Sleep, Eye Strain",Rural,2.3380281690140845,0.9819718309859153,2.0
10,Male,0.46,TV,False,0.53,,Rural,0.3006535947712418,0.1593464052287582,2.0
11,Female,2.3,Tablet,False,0.39,,Urban,1.6546762589928055,0.6453237410071944,4.0
8,Male,0.0,TV,False,0.49,,Urban,0.0,0.0,2.0
8,Male,10.12,TV,True,0.53,Poor Sleep,Urban,6.61437908496732,3.5056209150326794,2.0
15,Male,3.18,Laptop,True,0.49,,Urban,2.1342281879194633,1.0457718120805368,6.0
9,Male,2.06,TV,True,0.57,,Urban,1.3121019108280256,0.7478980891719744,2.0
15,Male,4.89,TV,True,0.49,Obesity Risk,Urban,3.2818791946308723,1.6081208053691274,6.0
14,Male,3.02,Tablet,True,0.47,,Rural,2.054421768707483,0.965578231292517,4.0
17,Male,2.97,Tablet,False,0.46,,Urban,2.034246575342466,0.9357534246575341,6.0
17,Female,3.2,Smartphone,True,0.47,,Urban,2.17687074829932,1.0231292517006803,6.0
9,Female,7.87,Tablet,True,0.6,,Urban,4.91875,2.95125,2.0
13,Female,6.76,Smartphone,True,0.44,,Urban,4.694444444444445,2.065555555555555,4.0
13,Male,5.3,Smartphone,True,0.46,Poor Sleep,Urban,3.6301369863013697,1.66986301369863,4.0
10,Female,3.49,Smartphone,True,0.52,"Poor Sleep, Eye Strain",Urban,2.2960526315789473,1.1939473684210529,2.0
18,Female,3.3,TV,True,0.41,Poor Sleep,Urban,2.3404255319148937,0.9595744680851062,6.0
9,Male,1.04,TV,False,0.52,,Urban,0.6842105263157895,0.35578947368421054,2.0
8,Female,0.0,Smartphone,False,0.54,,Rural,0.0,0.0,2.0
13,Female,5.51,TV,True,0.34,"Poor Sleep, Obesity Risk",Urban,4.111940298507462,1.3980597014925378,4.0
12,Female,3.99,Laptop,True,0.46,Eye Strain,Urban,2.732876712328767,1.257123287671233,4.0
18,Male,2.7,Laptop,False,0.33,,Urban,2.030075187969925,0.6699248120300751,6.0
16,Female,5.13,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Rural,3.4662162162162162,1.6637837837837837,6.0
8,Male,1.65,TV,False,0.46,,Rural,1.13013698630137,0.51986301369863,2.0
14,Female,3.54,Smartphone,True,0.37,Poor Sleep,Urban,2.583941605839416,0.9560583941605842,4.0
12,Male,4.54,TV,True,0.48,Anxiety,Rural,3.0675675675675675,1.4724324324324325,4.0
12,Male,4.06,TV,True,0.43,Anxiety,Rural,2.839160839160839,1.2208391608391604,4.0
9,Female,2.71,TV,True,0.45,,Urban,1.8689655172413793,0.8410344827586207,2.0
18,Male,5.15,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,3.7867647058823537,1.3632352941176467,6.0
10,Female,9.22,TV,True,0.55,"Poor Sleep, Eye Strain",Urban,5.948387096774193,3.2716129032258072,2.0
14,Female,6.79,Tablet,True,0.41,,Rural,4.815602836879433,1.9743971631205675,4.0
13,Female,3.33,Smartphone,True,0.37,Obesity Risk,Rural,2.4306569343065694,0.8993430656934307,4.0
9,Female,6.23,TV,True,0.52,Poor Sleep,Urban,4.098684210526316,2.1313157894736845,2.0
13,Female,3.71,TV,True,0.32,Poor Sleep,Urban,2.8106060606060606,0.8993939393939394,4.0
9,Male,5.25,Tablet,True,0.54,"Eye Strain, Anxiety",Urban,3.409090909090909,1.8409090909090908,2.0
9,Male,6.78,TV,True,0.45,Poor Sleep,Rural,4.675862068965517,2.104137931034483,2.0
9,Male,3.37,Smartphone,True,0.54,Poor Sleep,Urban,2.188311688311688,1.181688311688312,2.0
18,Male,4.01,Smartphone,True,0.37,"Anxiety, Obesity Risk",Urban,2.9270072992700724,1.0829927007299274,6.0
10,Male,5.74,TV,True,0.41,Poor Sleep,Urban,4.070921985815604,1.6690780141843966,2.0
9,Male,11.0,Smartphone,True,0.58,"Poor Sleep, Eye Strain",Rural,6.962025316455696,4.037974683544304,2.0
11,Female,5.01,Smartphone,True,0.48,Obesity Risk,Urban,3.385135135135135,1.6248648648648647,4.0
16,Male,3.08,Smartphone,True,0.4,Poor Sleep,Urban,2.2,0.8799999999999999,6.0
13,Female,5.65,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,4.312977099236641,1.3370229007633592,4.0
8,Female,6.02,TV,True,0.44,,Urban,4.180555555555555,1.8394444444444442,2.0
15,Female,4.34,Smartphone,True,0.38,Poor Sleep,Rural,3.1449275362318843,1.1950724637681156,6.0
14,Female,3.83,Smartphone,True,0.34,Poor Sleep,Urban,2.8582089552238803,0.9717910447761198,4.0
17,Male,4.42,TV,True,0.49,Eye Strain,Rural,2.966442953020134,1.4535570469798658,6.0
10,Male,3.58,TV,True,0.59,"Poor Sleep, Anxiety",Urban,2.2515723270440255,1.3284276729559745,2.0
8,Male,11.97,Tablet,True,0.43,Poor Sleep,Rural,8.370629370629372,3.599370629370629,2.0
12,Female,5.07,Smartphone,True,0.34,Anxiety,Urban,3.783582089552239,1.2864179104477613,4.0
11,Female,3.99,Smartphone,True,0.35,,Urban,2.9555555555555557,1.0344444444444445,4.0
17,Male,5.73,Smartphone,True,0.45,"Poor Sleep, Obesity Risk",Urban,3.951724137931035,1.7782758620689654,6.0
15,Female,5.77,TV,True,0.45,"Poor Sleep, Eye Strain",Urban,3.979310344827586,1.7906896551724136,6.0
8,Female,6.44,Smartphone,True,0.59,Obesity Risk,Urban,4.050314465408806,2.3896855345911945,2.0
17,Male,3.52,TV,True,0.45,Obesity Risk,Rural,2.4275862068965517,1.0924137931034483,6.0
8,Female,7.04,Smartphone,True,0.57,Anxiety,Rural,4.48407643312102,2.55592356687898,2.0
11,Female,3.64,Laptop,True,0.41,Eye Strain,Rural,2.5815602836879434,1.0584397163120567,4.0
15,Female,6.59,Smartphone,True,0.46,Poor Sleep,Urban,4.513698630136986,2.076301369863014,6.0
12,Female,3.19,Tablet,True,0.34,Anxiety,Urban,2.380597014925373,0.8094029850746272,4.0
9,Male,1.88,TV,False,0.45,,Rural,1.296551724137931,0.5834482758620689,2.0
13,Female,2.17,Smartphone,False,0.34,,Urban,1.6194029850746268,0.5505970149253732,4.0
12,Female,4.65,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,3.229166666666667,1.4208333333333334,4.0
9,Male,0.0,Smartphone,False,0.41,,Urban,0.0,0.0,2.0
18,Male,7.04,TV,True,0.31,,Urban,5.374045801526718,1.6659541984732824,6.0
18,Male,5.26,Smartphone,True,0.36,"Poor Sleep, Obesity Risk",Urban,3.8676470588235294,1.3923529411764703,6.0
18,Female,5.02,Laptop,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban,3.5104895104895104,1.5095104895104892,6.0
10,Male,4.79,TV,True,0.46,Eye Strain,Urban,3.280821917808219,1.5091780821917808,2.0
16,Male,5.58,Smartphone,True,0.45,Eye Strain,Urban,3.8482758620689657,1.7317241379310344,6.0
14,Female,5.91,Smartphone,True,0.48,Poor Sleep,Rural,3.9932432432432434,1.9167567567567567,4.0
14,Male,4.41,Tablet,True,0.4,"Poor Sleep, Obesity Risk",Urban,3.1500000000000004,1.2599999999999998,4.0
18,Male,3.05,TV,True,0.48,"Poor Sleep, Eye Strain",Urban,2.0608108108108105,0.9891891891891893,6.0
13,Male,4.99,TV,True,0.36,,Urban,3.669117647058824,1.3208823529411764,4.0
15,Female,2.43,Smartphone,False,0.43,,Rural,1.6993006993006994,0.7306993006993008,6.0
11,Female,4.24,Smartphone,True,0.34,,Urban,3.1641791044776117,1.0758208955223885,4.0
15,Male,4.9,Tablet,True,0.46,Poor Sleep,Urban,3.3561643835616444,1.543835616438356,6.0
11,Female,5.1,Smartphone,True,0.36,,Urban,3.75,1.3499999999999996,4.0
15,Female,4.38,Laptop,True,0.48,,Rural,2.959459459459459,1.4205405405405407,6.0
16,Female,4.84,Laptop,True,0.43,,Urban,3.3846153846153846,1.4553846153846153,6.0
10,Female,7.16,TV,True,0.44,Poor Sleep,Urban,4.972222222222222,2.187777777777778,2.0
10,Female,3.0,TV,True,0.47,,Urban,2.0408163265306123,0.9591836734693877,2.0
18,Female,3.95,Smartphone,True,0.39,Poor Sleep,Urban,2.8417266187050356,1.1082733812949646,6.0
9,Male,5.47,Tablet,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Rural,3.4187499999999997,2.05125,2.0
17,Male,6.86,Smartphone,True,0.39,"Poor Sleep, Anxiety",Rural,4.935251798561151,1.9247482014388497,6.0
10,Male,4.74,Smartphone,True,0.45,,Urban,3.2689655172413796,1.4710344827586206,2.0
10,Male,4.05,Smartphone,True,0.55,Poor Sleep,Rural,2.6129032258064515,1.4370967741935483,2.0
12,Female,5.4,TV,True,0.31,Poor Sleep,Rural,4.122137404580153,1.2778625954198475,4.0
12,Female,5.82,Laptop,True,0.38,"Poor Sleep, Anxiety",Urban,4.217391304347827,1.6026086956521732,4.0
9,Female,4.3,Tablet,True,0.45,Poor Sleep,Urban,2.9655172413793105,1.3344827586206893,2.0
17,Female,4.22,TV,True,0.37,"Poor Sleep, Obesity Risk",Urban,3.0802919708029193,1.1397080291970805,6.0
13,Female,4.89,Laptop,True,0.42,"Eye Strain, Anxiety",Urban,3.443661971830986,1.4463380281690137,4.0
12,Female,4.28,TV,True,0.39,Poor Sleep,Rural,3.079136690647482,1.2008633093525183,4.0
13,Male,3.83,Smartphone,True,0.43,,Urban,2.6783216783216783,1.1516783216783217,4.0
8,Female,5.22,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,3.5753424657534247,1.644657534246575,2.0
12,Female,4.48,Tablet,True,0.49,"Poor Sleep, Eye Strain",Urban,3.0067114093959733,1.4732885906040272,4.0
16,Male,1.75,TV,False,0.35,,Urban,1.2962962962962963,0.4537037037037037,6.0
17,Male,3.17,TV,True,0.45,"Poor Sleep, Eye Strain",Rural,2.1862068965517243,0.9837931034482756,6.0
9,Male,0.79,Smartphone,False,0.51,,Rural,0.5231788079470199,0.26682119205298016,2.0
8,Male,5.84,Tablet,True,0.47,,Urban,3.9727891156462585,1.8672108843537414,2.0
17,Male,2.23,Laptop,False,0.42,,Urban,1.5704225352112677,0.6595774647887322,6.0
18,Female,4.31,TV,True,0.41,Eye Strain,Urban,3.0567375886524824,1.2532624113475173,6.0
16,Male,6.01,Laptop,True,0.4,,Urban,4.292857142857143,1.717142857142857,6.0
17,Female,6.0,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,4.285714285714286,1.7142857142857144,6.0
16,Female,2.61,Smartphone,False,0.41,,Urban,1.8510638297872342,0.7589361702127657,6.0
16,Female,4.13,TV,True,0.34,,Urban,3.0820895522388057,1.0479104477611942,6.0
13,Female,4.14,Laptop,True,0.33,"Poor Sleep, Eye Strain",Urban,3.1127819548872178,1.027218045112782,4.0
15,Male,6.83,Tablet,True,0.31,Anxiety,Rural,5.213740458015267,1.616259541984733,6.0
18,Female,4.55,Laptop,True,0.46,Poor Sleep,Urban,3.1164383561643834,1.4335616438356165,6.0
8,Female,7.22,TV,True,0.56,,Urban,4.628205128205128,2.591794871794872,2.0
17,Male,5.7,Smartphone,True,0.5,"Poor Sleep, Eye Strain",Rural,3.8000000000000003,1.9,6.0
11,Female,5.55,Smartphone,True,0.36,,Urban,4.080882352941177,1.4691176470588232,4.0
8,Female,2.23,Smartphone,True,0.55,,Urban,1.4387096774193548,0.7912903225806451,2.0
15,Female,4.2,Smartphone,True,0.43,Poor Sleep,Urban,2.9370629370629375,1.2629370629370626,6.0
8,Male,4.48,Smartphone,True,0.43,Eye Strain,Rural,3.1328671328671334,1.347132867132867,2.0
10,Female,3.53,Smartphone,True,0.47,Poor Sleep,Urban,2.401360544217687,1.128639455782313,2.0
11,Male,3.46,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,2.4539007092198584,1.0060992907801416,4.0
15,Male,5.33,Smartphone,True,0.33,Poor Sleep,Urban,4.007518796992481,1.322481203007519,6.0
13,Female,3.45,TV,True,0.45,Eye Strain,Rural,2.3793103448275863,1.0706896551724139,4.0
17,Male,4.47,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban,3.0,1.4699999999999998,6.0
14,Female,2.89,Smartphone,False,0.34,,Rural,2.156716417910448,0.7332835820895522,4.0
15,Male,3.44,Tablet,True,0.5,Eye Strain,Urban,2.2933333333333334,1.1466666666666665,6.0
9,Male,6.14,Tablet,True,0.56,Eye Strain,Urban,3.9358974358974357,2.204102564102564,2.0
17,Female,4.7,Smartphone,True,0.39,Poor Sleep,Urban,3.381294964028777,1.3187050359712233,6.0
18,Male,2.68,Smartphone,False,0.4,,Urban,1.9142857142857146,0.7657142857142856,6.0
15,Male,5.16,Laptop,True,0.31,Poor Sleep,Urban,3.9389312977099236,1.2210687022900766,6.0
10,Male,0.0,TV,False,0.54,,Rural,0.0,0.0,2.0
14,Male,3.62,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,2.763358778625954,0.856641221374046,4.0
10,Male,1.64,Smartphone,False,0.43,,Urban,1.1468531468531469,0.493146853146853,2.0
14,Male,3.9,Smartphone,True,0.38,,Urban,2.8260869565217392,1.0739130434782607,4.0
18,Male,4.58,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban,3.180555555555556,1.3994444444444443,6.0
9,Male,6.77,TV,True,0.5,Eye Strain,Urban,4.513333333333333,2.256666666666667,2.0
17,Male,3.7,TV,True,0.39,Poor Sleep,Urban,2.661870503597122,1.038129496402878,6.0
13,Male,4.32,Laptop,True,0.3,"Eye Strain, Obesity Risk",Urban,3.3230769230769233,0.996923076923077,4.0
10,Male,2.41,Tablet,True,0.51,,Urban,1.5960264900662253,0.8139735099337748,2.0
10,Male,6.08,TV,True,0.5,"Poor Sleep, Anxiety, Obesity Risk",Rural,4.053333333333334,2.0266666666666664,2.0
16,Male,1.69,Tablet,False,0.31,,Rural,1.2900763358778624,0.39992366412213753,6.0
14,Male,4.86,Laptop,True,0.4,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural,3.471428571428572,1.3885714285714283,4.0
12,Male,4.84,Smartphone,True,0.41,"Poor Sleep, Eye Strain, Obesity Risk",Urban,3.4326241134751774,1.4073758865248225,4.0
17,Female,4.69,Laptop,True,0.34,"Poor Sleep, Anxiety",Urban,3.5,1.1900000000000004,6.0
14,Male,3.09,TV,True,0.36,,Urban,2.2720588235294117,0.8179411764705882,4.0
16,Male,5.02,TV,True,0.34,Eye Strain,Rural,3.7462686567164174,1.2737313432835822,6.0
8,Male,2.52,Smartphone,True,0.53,,Urban,1.6470588235294117,0.8729411764705883,2.0
14,Male,4.77,Smartphone,True,0.34,,Urban,3.5597014925373127,1.2102985074626869,4.0
13,Female,4.65,Smartphone,True,0.34,Poor Sleep,Urban,3.470149253731343,1.1798507462686572,4.0
17,Male,6.42,Smartphone,True,0.47,"Eye Strain, Obesity Risk",Urban,4.36734693877551,2.0526530612244898,6.0
16,Male,3.74,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,2.54421768707483,1.1957823129251701,6.0
8,Male,2.79,Smartphone,True,0.44,,Urban,1.9375,0.8525,2.0
11,Female,4.28,Laptop,True,0.5,,Rural,2.8533333333333335,1.4266666666666667,4.0
16,Male,7.11,Laptop,True,0.42,Anxiety,Rural,5.007042253521127,2.1029577464788733,6.0
11,Female,4.87,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,3.405594405594406,1.4644055944055943,4.0
17,Male,4.09,TV,True,0.36,"Poor Sleep, Anxiety",Urban,3.0073529411764706,1.0826470588235293,6.0
10,Male,1.85,Smartphone,False,0.43,,Urban,1.2937062937062938,0.5562937062937063,2.0
16,Male,2.56,TV,False,0.47,,Rural,1.741496598639456,0.8185034013605441,6.0
9,Male,2.14,TV,True,0.58,,Urban,1.3544303797468356,0.7855696202531646,2.0
11,Female,4.23,Smartphone,True,0.41,"Poor Sleep, Anxiety, Obesity Risk",Urban,3.0000000000000004,1.23,4.0
13,Male,4.77,Laptop,True,0.48,,Rural,3.222972972972973,1.5470270270270268,4.0
9,Male,3.68,Smartphone,True,0.52,Poor Sleep,Urban,2.4210526315789473,1.2589473684210528,2.0
15,Male,5.96,Smartphone,True,0.49,"Poor Sleep, Anxiety",Urban,4.0,1.96,6.0
15,Female,6.59,Smartphone,True,0.31,Anxiety,Rural,5.030534351145038,1.559465648854962,6.0
8,Male,5.03,Smartphone,True,0.58,,Urban,3.1835443037974684,1.8464556962025318,2.0
10,Female,3.59,Tablet,True,0.46,"Poor Sleep, Obesity Risk",Urban,2.458904109589041,1.131095890410959,2.0
17,Male,3.03,TV,True,0.5,"Poor Sleep, Obesity Risk",Urban,2.02,1.0099999999999998,6.0
16,Male,4.98,Smartphone,True,0.35,"Poor Sleep, Anxiety",Urban,3.688888888888889,1.2911111111111113,6.0
12,Male,2.97,Smartphone,False,0.38,,Urban,2.1521739130434785,0.8178260869565217,4.0
13,Female,5.59,Laptop,True,0.33,"Poor Sleep, Anxiety",Rural,4.203007518796992,1.3869924812030074,4.0
11,Female,4.9,Smartphone,True,0.33,Poor Sleep,Urban,3.6842105263157894,1.215789473684211,4.0
17,Male,6.71,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Rural,4.5646258503401365,2.1453741496598635,6.0
9,Female,2.79,Smartphone,True,0.49,,Urban,1.8724832214765101,0.9175167785234899,2.0
18,Female,4.71,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Rural,3.226027397260274,1.4839726027397258,6.0
15,Female,4.06,TV,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban,2.743243243243243,1.3167567567567566,6.0
18,Female,5.42,Laptop,True,0.3,Eye Strain,Urban,4.169230769230769,1.2507692307692313,6.0
13,Female,6.14,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Urban,4.3546099290780145,1.7853900709219852,4.0
12,Male,4.44,TV,True,0.35,Eye Strain,Urban,3.2888888888888888,1.1511111111111116,4.0
16,Male,4.16,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Rural,2.8888888888888893,1.2711111111111109,6.0
8,Male,6.48,Tablet,True,0.54,,Rural,4.207792207792208,2.2722077922077926,2.0
12,Female,4.86,Smartphone,True,0.35,,Urban,3.6,1.2600000000000002,4.0
13,Male,3.79,Smartphone,True,0.32,Poor Sleep,Urban,2.871212121212121,0.9187878787878789,4.0
12,Male,3.96,Tablet,True,0.46,Poor Sleep,Rural,2.712328767123288,1.247671232876712,4.0
13,Female,6.34,Laptop,True,0.48,"Poor Sleep, Anxiety, Obesity Risk",Urban,4.283783783783783,2.0562162162162165,4.0
13,Male,3.47,Tablet,True,0.38,Poor Sleep,Urban,2.514492753623189,0.9555072463768113,4.0
14,Male,5.32,TV,True,0.35,,Urban,3.9407407407407407,1.3792592592592596,4.0
11,Female,6.2,TV,True,0.46,"Poor Sleep, Anxiety",Urban,4.2465753424657535,1.9534246575342467,4.0
18,Male,5.73,Smartphone,True,0.35,"Poor Sleep, Anxiety, Obesity Risk",Urban,4.2444444444444445,1.485555555555556,6.0
15,Male,6.77,Smartphone,True,0.43,"Eye Strain, Anxiety",Urban,4.734265734265734,2.0357342657342654,6.0
14,Female,4.51,TV,True,0.41,,Rural,3.198581560283688,1.311418439716312,4.0
16,Male,3.72,Smartphone,True,0.43,"Eye Strain, Anxiety, Obesity Risk",Urban,2.6013986013986017,1.1186013986013985,6.0
14,Male,4.96,Laptop,True,0.41,Poor Sleep,Urban,3.517730496453901,1.442269503546099,4.0
10,Female,2.96,TV,True,0.59,,Urban,1.8616352201257864,1.0983647798742135,2.0
10,Male,2.55,TV,True,0.5,,Rural,1.7,0.8499999999999999,2.0
15,Female,4.11,Tablet,True,0.34,"Eye Strain, Anxiety",Urban,3.0671641791044775,1.0428358208955228,6.0
12,Male,4.16,Laptop,True,0.35,"Eye Strain, Anxiety",Urban,3.0814814814814815,1.0785185185185187,4.0
11,Female,5.59,Smartphone,True,0.46,Poor Sleep,Rural,3.828767123287671,1.7612328767123286,4.0
15,Female,4.99,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,3.4178082191780823,1.572191780821918,6.0
13,Male,2.5,Smartphone,False,0.47,,Rural,1.7006802721088436,0.7993197278911564,4.0
9,Male,5.79,Tablet,True,0.51,Poor Sleep,Urban,3.834437086092715,1.955562913907285,2.0
11,Female,8.55,Tablet,True,0.39,"Poor Sleep, Anxiety, Obesity Risk",Urban,6.151079136690647,2.3989208633093533,4.0
18,Female,5.12,Smartphone,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,3.555555555555556,1.5644444444444443,6.0
11,Male,5.06,Smartphone,True,0.49,,Urban,3.395973154362416,1.6640268456375837,4.0
13,Male,6.01,Smartphone,True,0.3,Poor Sleep,Urban,4.623076923076923,1.3869230769230771,4.0
13,Female,3.47,Tablet,True,0.37,Eye Strain,Rural,2.5328467153284673,0.9371532846715329,4.0
8,Male,4.07,TV,True,0.57,Poor Sleep,Urban,2.5923566878980897,1.4776433121019106,2.0
15,Female,5.56,Smartphone,True,0.39,Poor Sleep,Rural,3.9999999999999996,1.56,6.0
13,Male,4.23,TV,True,0.5,"Poor Sleep, Obesity Risk",Urban,2.8200000000000003,1.4100000000000001,4.0
10,Male,5.49,Smartphone,True,0.57,"Poor Sleep, Obesity Risk",Urban,3.496815286624204,1.993184713375796,2.0
16,Female,4.16,Smartphone,True,0.41,Eye Strain,Urban,2.9503546099290783,1.2096453900709219,6.0
9,Male,1.76,Smartphone,False,0.41,,Rural,1.24822695035461,0.51177304964539,2.0
